GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: both-hand-static-gesture-2-1-2-3-4-5
InfoText: Gesture Recognition For Human-Robot Interaction by Aravinth Panchadcharam <me@aravinth.info>
NumDimensions: 6
TotalNumExamples: 3600
NumberOfClasses: 1
ClassIDsAndCounters: 
2	3600	NOT_SET
UseExternalRanges: 0
Data:
2	-238.955	83.1427	1845.14	674.984	-208.859	1805.1
2	-238.702	79.6408	1843.31	674.083	-212.185	1803.3
2	-241.35	79.2986	1842	674.383	-211.738	1803.93
2	-242.395	82.6293	1844.1	675.372	-211.276	1802.1
2	-238.888	81.733	1840.54	673.007	-211.508	1800.12
2	-242.943	79.9069	1841.65	672.172	-210.339	1799.41
2	-244.633	80.8765	1842.5	672.54	-209.555	1800.23
2	-242.931	80.8265	1841.15	673.154	-211.578	1798.58
2	-237.208	79.432	1842.65	675.472	-209.18	1800.87
2	-235.23	81.1973	1846.15	672.188	-210.736	1798.53
2	-234.626	81.5117	1840.53	671.671	-210.87	1798.94
2	-232.348	82.9403	1838.86	672.704	-212.223	1798.59
2	-228.69	82.3668	1837.41	676.319	-212.007	1798.78
2	-226.391	78.0539	1832.11	674.695	-213.232	1799.01
2	-224.808	76.3782	1830.87	673.843	-212.028	1798
2	-221.534	73.6951	1835.3	673.67	-210.023	1795.38
2	-222.215	71.4338	1833.31	675.09	-210.498	1795.23
2	-223.79	71.2261	1834.78	672.309	-210.774	1795.75
2	-222.899	69.8806	1835.43	674.807	-208.987	1796.62
2	-222.827	67.8108	1837.37	674.312	-207.405	1795.57
2	-226.542	69.6866	1840.2	674.34	-206.48	1796.32
2	-230.343	68.7971	1839.63	675.38	-204.909	1799.18
2	-234.534	71.0986	1843.48	675.945	-203.572	1799.71
2	-233.163	72.5854	1845.81	675.593	-204.441	1800.42
2	-234.723	72.4655	1846.45	674.552	-206.335	1799.9
2	-237.019	71.6951	1849.9	674.593	-209.692	1800.69
2	-235.88	72.9532	1853.38	672.624	-211.204	1800.8
2	-235.778	72.994	1856.38	671.095	-210.341	1799.26
2	-236.059	72.7557	1857.27	672.081	-213.199	1800.07
2	-240.801	72.4949	1859.62	671.694	-214.269	1799.35
2	-239.83	72.5571	1860.54	673.187	-214.217	1802.24
2	-240.622	71.8535	1859.13	673.745	-216.352	1799.71
2	-241.482	71.7022	1858.04	672.133	-217.09	1799.5
2	-240.62	69.1565	1856.25	672.895	-214.506	1799.93
2	-240.739	69.047	1854.34	672.79	-213.527	1797.33
2	-239.913	69.1261	1854.75	670.729	-211.438	1797.49
2	-241.166	68.3251	1852.98	671.777	-210.733	1798.75
2	-238.305	69.8941	1853.72	672.567	-208.166	1798.97
2	-239.384	70.9189	1854.12	673.654	-206.12	1797.52
2	-237.583	71.6931	1853.13	674.342	-205.157	1797.7
2	-237.209	71.5557	1853.63	674.596	-204.501	1796.48
2	-235.843	73.2225	1854.22	675.831	-203.394	1796.02
2	-233.025	74.006	1855.42	676.043	-201.5	1796.55
2	-232.359	71.7819	1852.04	675.639	-203.235	1794.93
2	-232.967	74.6843	1851.19	672.33	-200.244	1793.76
2	-230.762	74.5047	1849.06	672.604	-202.903	1793.02
2	-232.2	75.5179	1847.61	671.964	-200.284	1792.51
2	-233.854	77.1722	1845.47	672.584	-201.538	1789.87
2	-228.765	77.9196	1845.46	673.984	-200.237	1791.89
2	-231.215	75.9815	1843.99	672.337	-201.516	1788.4
2	-233.097	75.086	1840.21	673.533	-202.786	1789.87
2	-233.21	72.9626	1839.26	673.717	-202.662	1789.19
2	-233.985	73.2206	1837.25	672.156	-203.384	1789.26
2	-234.805	74.1472	1833.71	669.689	-202.683	1788.02
2	-235.568	75.7308	1834.6	669.98	-203.935	1787.02
2	-236.931	76.9653	1834.24	672.011	-203.515	1789.22
2	-236.249	79.8925	1831.73	670.169	-203.663	1784.59
2	-239.732	80.3094	1832.25	670.352	-203.991	1786.27
2	-239.556	83.0191	1829.69	670.382	-200.445	1786.67
2	-235.626	83.8655	1829.36	670.207	-201.272	1786.06
2	-235.848	84.6321	1829.5	669.584	-203.566	1783.99
2	-235.793	83.6657	1826.92	668.866	-203.709	1782.96
2	-235.149	83.9433	1829.04	669.884	-201.074	1784.15
2	-231.867	83.7571	1822.12	668.783	-202.344	1779.77
2	-234.547	83.6604	1821.41	670.468	-200.895	1784.28
2	-234.276	85.3025	1820.19	671.096	-199.409	1784.88
2	-236.086	87.7173	1817.73	668.85	-200.122	1783.7
2	-235.872	85.983	1816.59	670.17	-197.633	1781.59
2	-235.376	86.7862	1814.74	670.773	-198.13	1782.48
2	-234.315	86.6022	1813.01	670.25	-196.08	1783.3
2	-238.899	88.574	1812.6	672.333	-194.528	1786.77
2	-236.652	94.7303	1813.48	672.089	-194.951	1789.24
2	-238.451	99.7071	1813.16	673.316	-196.001	1789.95
2	-241.228	106.888	1817.97	676.146	-190.9	1793.2
2	-247.282	118.972	1821.26	676.641	-188.268	1795.96
2	-252.258	129.606	1820.39	679.507	-184.761	1801.85
2	-258.334	134.878	1818.11	681.267	-179.123	1805.03
2	-261.502	145.253	1817.72	688.004	-171.11	1813.63
2	-269.189	160.222	1820.19	698.714	-167.468	1818
2	-274.786	174.861	1820.24	712.271	-165.273	1824.19
2	-273.567	188.012	1820.04	728.848	-161.665	1827.91
2	-282.174	204.349	1818.86	747.278	-160.674	1835.13
2	-284.259	218.204	1817.48	756.983	-155.091	1842.38
2	-284.117	231.386	1812.18	762.468	-151.612	1845.02
2	-293.281	248.433	1811.73	767.441	-149.842	1848.28
2	-295.809	265.637	1811.16	779.13	-144.513	1853.89
2	-306.092	281.661	1809.61	796.101	-140.538	1860.94
2	-317.771	298.713	1808.43	799.042	-133.297	1864.42
2	-323.775	308.981	1806.82	803.825	-134.454	1867.62
2	-332.419	317.889	1801.89	807.707	-124.813	1876.98
2	-340.073	338.21	1806.75	812.497	-120.252	1881.55
2	-346.188	352.302	1808.28	810.672	-119.199	1878.28
2	-355.006	352.004	1804.33	812.021	-111.699	1890.25
2	-356.902	357.697	1803.02	812.273	-108.052	1893.57
2	-360.091	366.702	1801.4	810.923	-109.462	1892.53
2	-365.176	376.155	1803.81	808.973	-107.284	1894.7
2	-368.873	387.706	1805.92	804.765	-106.238	1894.99
2	-372.281	393.77	1806.27	805.312	-108.146	1896.16
2	-372.287	396.926	1803.33	809.27	-110.002	1898.84
2	-380.312	401.812	1805.49	812.007	-112.384	1899.98
2	-379.934	400.475	1803.65	814.914	-110.726	1902.73
2	-380.349	403.117	1801.77	810.274	-115.642	1898.25
